name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
The Little Sweet Shop,9470663,421763,432926,Town Centre,Pudsey,West Yorkshire,LS28 7RZ,Leeds District,NA,Speciality Outlets
Ozzy's Bistro,1020013,422014,434380,Town Centre,Pudsey,West Yorkshire,LS28 6AT,Leeds District,NA,Cafes
Shaunie's Snack Shack,1020018,417654,435643,Town Centre,Bradford,West Yorkshire,BD2 4ST,Bradford District,NA,Takeaways
Express Clayton Grill,1020018,413953,432357,Town Centre,Bradford,West Yorkshire,BD7 2RD,Bradford District,NA,Takeaways
Al Ghaza,1020018,414325,433474,Town Centre,Bradford,West Yorkshire,BD8 9AP,Bradford District,NA,Takeaways
Zid & Taz,9470699,414986,432222,All Saints Road,Bradford,West Yorkshire,BD7 3AZ,Bradford District,NA,NA
99 & Main,1020034,410739,439161,Town Centre,Bingley,West Yorkshire,BD16 2HT,Bradford District,NA,Restaurants
Londis,9470699,417521,433426,Laisterdyke,Bradford,West Yorkshire,BD3 9BD,Bradford District,Londis,Convenience Stores
Greene King Local Pubs,1020034,416159,446868,Town Centre,Ilkley,West Yorkshire,LS29 7HR,Bradford District,Greene King,Restaurants
Spice Village,1020018,409075,426078,Town Centre,Halifax,West Yorkshire,HX3 6AD,Calderdale District,NA,Takeaways
Vip,9470699,406162,441170,Town Centre,Keighley,West Yorkshire,BD21 3QQ,Bradford District,VIP,Convenience Stores
Winston Churchill,1020034,417619,431951,Weaverthorpe,Bradford,West Yorkshire,BD4 7EJ,Bradford District,NA,Restaurants
Icandiart Lounge,1020013,420237,445401,Town Centre,Otley,West Yorkshire,LS21 3HE,Leeds District,NA,Cafes
H & A News,9470699,419249,425047,Town Centre,Cleckheaton,West Yorkshire,BD19 3RU,Kirklees District,NA,NA
The Red Lion,1020034,419361,442128,Guiseley,Leeds,West Yorkshire,LS20 9BT,Leeds District,NA,Restaurants
Zana Steakhouse,1020018,413961,434404,Town Centre,Bradford,West Yorkshire,BD9 5ET,Bradford District,NA,Takeaways
Happy Panda,1020018,405418,440678,Town Centre,Keighley,West Yorkshire,BD21 1QX,Bradford District,NA,Takeaways
1904 @ Dean Clough,1020034,408734,425843,Town Centre,Halifax,West Yorkshire,HX3 5AY,Calderdale District,NA,Restaurants
Engine Room,1020013,409125,425761,Town Centre,Halifax,West Yorkshire,HX3 5AX,Calderdale District,NA,Cafes
The Cabin Cafe,1020013,423416,427284,Birstall Shopping Park,Batley,West Yorkshire,WF17 9LX,Kirklees District,NA,Cafes
Villain,1020034,414514,422892,Town Centre,Brighouse,West Yorkshire,HD6 1AF,Calderdale District,NA,Restaurants
Farrii Bakez,7400524,409321,425565,Town Centre,Halifax,West Yorkshire,HX1 1XF,Calderdale District,NA,Speciality Outlets
Platform 1 3/4,1020034,410830,439042,Town Centre,Bingley,West Yorkshire,BD16,Bradford District,NA,Restaurants
Manningham Halal Butchers,9470662,415746,434205,Manningham Lane,Bradford,West Yorkshire,BD8 7BZ,Bradford District,NA,Speciality Outlets
Your Local Mini Market,9470699,414581,422780,Bethel Street,Brighouse,West Yorkshire,HD6 1JN,Calderdale District,NA,NA
Spar Store,9470699,416081,431792,Town Centre,Bradford,West Yorkshire,BD5 7JX,Bradford District,Spar,Convenience Stores
Yasmins,9470661,415391,433119,Listerhills Road,Bradford,West Yorkshire,BD7 1HZ,Bradford District,NA,Takeaways
Murgatroyds Fish & Chips,1020020,421621,440899,Yeadon,Leeds,West Yorkshire,LS19 7XS,Leeds District,NA,Takeaways
The Queensbury Tavern,1020034,410395,430273,NA,Bradford,West Yorkshire,BD13 2PE,Bradford District,NA,Restaurants
Mr Pretzels,9470661,416571,433157,Petergate Mall,Bradford,West Yorkshire,BD1 1JR,Bradford District,Mr Pretzels,Takeaways
Wrapchic,1020018,416571,433157,Charles Street Mall,Bradford,West Yorkshire,BD1 1US,Bradford District,Wrapchic,Takeaways
Subway,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,Subway,Takeaways
Mooboo,1020013,416571,433157,Town Centre,Bradford,West Yorkshire,BD1 1HA,Bradford District,Mooboo,Cafes
K F C Ltd,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,K F C,Takeaways
Taco Bell,1020018,416571,433157,Food Court,Bradford,West Yorkshire,BD1 1US,Bradford District,Taco Bell,Takeaways
Subway,1020018,416825,424115,Town Centre,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Subway,Takeaways
Subway,1020018,417843,430648,Rooley Lane,Bradford,West Yorkshire,BD4 7SJ,Bradford District,Subway,Takeaways
Subway,1020018,418509,426611,Whitehall Road,Cleckheaton,West Yorkshire,BD19 6HG,Kirklees District,Subway,Takeaways
Ben & Jerry's,1020018,409315,425424,Town Centre,Halifax,West Yorkshire,HX1 1YA,Calderdale District,Ben & Jerry's,Takeaways
Subway,1020018,425078,433317,NA,Leeds,West Yorkshire,LS13,Leeds District,Subway,Takeaways
Burger King Ltd,1020018,406176,441123,NA,Keighley,West Yorkshire,BD21 3QQ,Bradford District,Burger King,Takeaways
Subway,1020018,417519,433426,Barkerend Road,Bradford,West Yorkshire,BD3 9DB,Bradford District,Subway,Takeaways
Camden Food Co,1020018,422425,441512,Yeadon,Leeds,West Yorkshire,LS19 7TU,Leeds District,Camden Food Co,Takeaways
Best-One,9470699,416893,433212,Town Centre,Bradford,West Yorkshire,BD1 5BD,Bradford District,Best-One,Convenience Stores
Mace,9470699,411920,436992,Bradford Old Road,Bingley,West Yorkshire,BD16 1SA,Bradford District,Mace,Convenience Stores
Intermission Cafe,1020013,416152,432724,Town Centre,Bradford,West Yorkshire,BD1 1NN,Bradford District,NA,Cafes
The New Inn,1020034,421163,441214,Yeadon,Leeds,West Yorkshire,LS19 7SU,Leeds District,NA,Restaurants
Mother Hubbard's,1020020,414247,433452,Town Centre,Bradford,West Yorkshire,BD8 9AP,Bradford District,Mother Hubbard's,Takeaways
Papa Don's,1020018,405988,440984,Town Centre,Keighley,West Yorkshire,BD21 5HS,Bradford District,NA,Takeaways
Sing-Kee,9470699,416103,433490,Town Centre,Bradford,West Yorkshire,BD1 3JH,Bradford District,NA,NA
Albert Square Stores,9470699,421149,441230,Albert Square,Leeds,West Yorkshire,LS19 7SS,Leeds District,NA,NA
The Chicken Shop,1020018,422519,433508,Lowtown,Pudsey,West Yorkshire,LS28 7DF,Leeds District,NA,Takeaways
The Crazy Chef,1020018,404207,446225,Town Centre,Keighley,West Yorkshire,BD20 0AL,Bradford District,NA,Takeaways
The Robin Hood,1020034,404177,446240,Kirkgate,"Silsden, Keighley",West Yorkshire,BD20 0AJ,Bradford District,NA,Restaurants
Lotus Chop Suey House,1020018,419160,441902,Guiseley,Leeds,West Yorkshire,LS20 8AW,Leeds District,NA,Takeaways
The Milk Bar,1020018,409345,425221,Old Market,Halifax,West Yorkshire,HX1 1TN,Calderdale District,NA,Takeaways
The Sparrow Bier Cafe,1020034,416137,433477,Town Centre,Bradford,West Yorkshire,BD1 3HZ,Bradford District,NA,Restaurants
Pizza Pieces,1020018,416409,433116,Market Street,Bradford,West Yorkshire,BD1 1LH,Bradford District,NA,Takeaways
Wild's,9470661,410856,439295,Town Centre,Bingley,West Yorkshire,BD16 4JD,Bradford District,NA,Takeaways
Spar Store,9470699,400580,444952,Main Street,"Cross Hills, Keighley",North Yorkshire,BD20 8TT,Craven District,Spar,Convenience Stores
Shadpur Food Store,9470699,414789,432161,Great Horton Road,Bradford,West Yorkshire,BD7 3HS,Bradford District,NA,NA
Websters,1020020,415485,439809,Northgate,Shipley,West Yorkshire,BD17 6JZ,Bradford District,NA,Takeaways
Hong Kong Chinese Takeaway,1020018,408302,425672,Pellon Lane,Halifax,West Yorkshire,HX1 5RD,Calderdale District,NA,Takeaways
Starbucks Coffee Co UK Ltd,1020013,416825,424115,Town Centre,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Starbucks Coffee,Cafes
Ben & Jerry's,1020018,419665,433785,Laisterdyke,Bradford,West Yorkshire,BD3 7AT,Leeds District,Ben & Jerry's,Takeaways
Ben & Jerry's,1020018,423584,427437,Birstall Shopping Park,Batley,West Yorkshire,WF17 9TB,Kirklees District,Ben & Jerry's,Takeaways
Burger King Ltd,1020018,422425,441512,Yeadon,Leeds,West Yorkshire,LS19 7TU,Leeds District,Burger King,Takeaways
Interlude Restaurant,1020013,406152,441209,Town Centre,Keighley,West Yorkshire,BD21,Bradford District,NA,Cafes
Baskin Robbins,1020018,416715,432840,Town Centre,Bradford,West Yorkshire,BD1 5LD,Bradford District,Baskin Robbins,Takeaways
The Co-operative,9470819,424601,429043,Morley,Leeds,West Yorkshire,LS27 7DX,Leeds District,The Co-operative,Supermarkets
Sainsbury's Local,9470699,416501,433130,NA,Bradford,West Yorkshire,BD1 1EY,Bradford District,Sainsbury's Local,Supermarkets
Frozen Value Ltd,9470699,419035,425353,NA,Cleckheaton,West Yorkshire,BD19 5DN,Kirklees District,NA,NA
Costa Coffee,1020013,415726.5,435454.3,NA,Bradford,West Yorkshire,BD2 1AS,Bradford District,Costa,Cafes
Aldi,9470819,418160,442605,Guiseley,Leeds,West Yorkshire,LS20 8FA,Leeds District,Aldi,Supermarkets
The Potting Shed,1020034,418992.8,442064.8,Guiseley,Leeds,West Yorkshire,LS20,Leeds District,NA,Restaurants
Aldi,9470819,420494,441056,Yeadon,Leeds,West Yorkshire,LS19 7LX,Leeds District,Aldi,Supermarkets
K F C Ltd,1020018,415255.4,438155.7,Baildon,Shipley,West Yorkshire,BD17,Bradford District,K F C,Takeaways
Origin Fine Foods,1020013,411939,431781,Clayton,Bradford,West Yorkshire,BD14 6AR,Bradford District,NA,Cafes
Superfood Market,1020019,417706,435147,Idle Road,Bradford,West Yorkshire,BD2 4ND,Bradford District,NA,Takeaways
The Food Warehouse by Iceland,9470667,416003,433604,NA,Bradford,West Yorkshire,BD1 3AH,Bradford District,Iceland,Speciality Outlets
Iceland,9470667,409454,425066,Market Street,Halifax,West Yorkshire,HX1 1PD,Calderdale District,Iceland,Speciality Outlets
Food Fusion,1020043,415716,430285,Carr Bottom Road,Bradford,West Yorkshire,BD5 9AA,Bradford District,NA,Restaurants
Iceland,9470667,415974,433663,NA,Bradford,West Yorkshire,BD1 3AH,Bradford District,Iceland,Speciality Outlets
K F C Ltd,1020018,416825,424115,Clifton,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,K F C,Takeaways
Totally Wicked,9470699,418887,425823,NA,Cleckheaton,West Yorkshire,BD19 3PT,Kirklees District,NA,NA
Esquires Coffee Houses,1020013,416480,433110,Broadway,Bradford,West Yorkshire,BD1 1HA,Bradford District,Esquires Coffee,Cafes
The Bowling Cafe,1020013,416944,432148,NA,Bradford,West Yorkshire,BD4 7DW,Bradford District,NA,Cafes
Cock of the North,1020034,412564.8,425127,Hipperholme,Halifax,West Yorkshire,HX3 8EF,Calderdale District,NA,Restaurants
Lidl UK Gmbh,9470819,409141,425877,Haley Hill,Halifax,West Yorkshire,HX3 6ED,Calderdale District,Lidl,Supermarkets
Spar Store,9470699,417729,432897,NA,Bradford,West Yorkshire,BD3 9SB,Bradford District,Spar,Convenience Stores
Riri's Coffee House,1020013,406013,441142,North Street,Keighley,West Yorkshire,BD21 3SL,Bradford District,NA,Cafes
Lidl UK Gmbh,9470819,413063,429047,NA,Halifax,West Yorkshire,HX3 7QY,Calderdale District,Lidl,Supermarkets
Domino's Pizza,1020018,425087,433322,NA,Leeds,West Yorkshire,LS13 4LS,Leeds District,Domino's Pizza,Takeaways
Greggs,9470661,418499,426604,NA,Cleckheaton,West Yorkshire,BD19 5AW,Kirklees District,Greggs,Takeaways
Sainsbury's Local,9470699,410766,439091,Main Street,Bingley,West Yorkshire,BD16 1AJ,Bradford District,Sainsbury's Local,Supermarkets
Spar Store,9470699,417519,433426,Barkerend Road,Bradford,West Yorkshire,BD3 9DB,Bradford District,Spar,Convenience Stores
The Co-operative,9470819,401056,445575,Cross Hills,Keighley,North Yorkshire,BD20 7BQ,Craven District,The Co-operative,Supermarkets
Tesco Express,9470699,411351,432846,Thornton,Bradford,West Yorkshire,BD13 3DG,Bradford District,Tesco Express,Supermarkets
Bhajis N Beer,1020043,418949,437303,New Line,Bradford,West Yorkshire,BD10 9AP,Bradford District,NA,Restaurants
Sweet Basil Valley,1020043,420646,440219,Yeadon,Leeds,West Yorkshire,LS19 7BY,Leeds District,NA,Restaurants
Sutton Park Pavilion,1020013,400623,444237,Sutton-In-Craven,Keighley,North Yorkshire,BD20 7JS,Craven District,NA,Cafes
Mother Hubbards Fish & Chip Shop,1020020,407324,442167,NA,Keighley,West Yorkshire,BD21,Bradford District,NA,Takeaways
Black Horse Hotel,1020034,420144,445542,Westgate,Otley,West Yorkshire,LS21 3AS,Leeds District,NA,Restaurants
Amalfi,1020043,420686,440959,Yeadon,Leeds,West Yorkshire,LS19 7RW,Leeds District,Tragus Group,Restaurants
Aldi,9470819,410954,439084,NA,Bingley,West Yorkshire,BD16 2AZ,Bradford District,Aldi,Supermarkets
The Trawlman,1020020,401108,445525,Cross Hills,Keighley,North Yorkshire,BD20 7BQ,Craven District,NA,Takeaways
Waitrose,9470819,416967,424145,Clifton,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Waitrose,Supermarkets
Eden Farm,9470667,416145.6,433781.3,Midland Road,Bradford,West Yorkshire,BD1 3EQ,Bradford District,NA,Speciality Outlets
The Percy Shaw,1020034,409333,425420,NA,Halifax,West Yorkshire,HX1 1YA,Calderdale District,Wetherspoon,Restaurants
Horse & Farrier,1020034,416686,435729,Kings Road,Bradford,West Yorkshire,BD2 1NR,Bradford District,Market Town Taverns,Restaurants
Halaltreats,9470663,414220,430258,Beacon Road,Bradford,West Yorkshire,BD6 3EU,Bradford District,NA,Speciality Outlets
786 Teking Chef,1020018,419442,434074,Woodhall Avenue,Bradford,West Yorkshire,BD3 7BU,Bradford District,NA,Takeaways
Pizza Mania,1020043,412705,433191,NA,Bradford,West Yorkshire,BD8 0PA,Bradford District,NA,Restaurants
Cat & Fiddle,1020034,409267,425164,NA,Halifax,West Yorkshire,HX1 1TQ,Calderdale District,NA,Restaurants
The Lemon Tree Cafe & Bistro,1020013,405557,440739,NA,Keighley,West Yorkshire,BD21 1QT,Bradford District,NA,Cafes
Rajas Drive Thru,1020018,414244,433442,Ingleby Road,Bradford,West Yorkshire,BD8 9AN,Bradford District,NA,Takeaways
The Gundog,1020034,409180,425235,Crown Street,Halifax,West Yorkshire,HX1 1JB,Calderdale District,NA,Restaurants
The Harlequin Bistro,1020043,397436,443235,Cowling,Keighley,North Yorkshire,BD22 0AH,Craven District,NA,Restaurants
Candy Hero Ltd,9470663,417109,430263,Newhall Way,Bradford,West Yorkshire,BD5 8FE,Bradford District,NA,Speciality Outlets
Audley Clevedon Restaurant,1020043,414178,446690,Ben Rhydding Drive,Ilkley,West Yorkshire,LS29 8AQ,Bradford District,NA,Restaurants
Abaseen,1020018,414118,433776,Willow Street,Bradford,West Yorkshire,BD8 9NJ,Bradford District,NA,Takeaways
Tesco Express,9470699,422681,434772,Stanningley,Pudsey,West Yorkshire,LS28 6LQ,Leeds District,Tesco Express,Supermarkets
Tazakhana,1020018,418856,433092,Bradford Lane,Bradford,West Yorkshire,BD3 8LP,Bradford District,NA,Takeaways
Fultons Foods,9470667,419082,425347,NA,Cleckheaton,West Yorkshire,BD19 5DN,Kirklees District,Fultons Foods,Speciality Outlets
Omar Khan's,1020043,416060,432685,Little Horton Lane,Bradford,West Yorkshire,BD5 0AL,Bradford District,NA,Restaurants
Snaygill Snax,1020018,399259,449858,Keighley Road,Skipton,North Yorkshire,BD23 2QR,Craven District,NA,Takeaways
Asda Stores Ltd,9470819,413985,433114,Cemetery Road,Bradford,West Yorkshire,BD7 2NB,Bradford District,Asda,Supermarkets
Coffee Love,1020013,406171,441034,Low Street,Keighley,West Yorkshire,BD21 3PQ,Bradford District,NA,Cafes
T G I Friday's,1020043,409263,425482,NA,Halifax,West Yorkshire,HX1 1YA,Calderdale District,T G I Friday's,Restaurants
Il Buco,1020043,420107,445539,Westgate,Otley,West Yorkshire,LS21 3AT,Leeds District,NA,Restaurants
Jinnah Restaurant,1020043,416940,433051,Leeds Road,Bradford,West Yorkshire,BD1 5BL,Bradford District,NA,Restaurants
Beefeater Grill,1020043,409225,425432,NA,Halifax,West Yorkshire,HX1 1YA,Calderdale District,Beefeater Grill,Restaurants
Nando's,1020043,416273,432998,NA,Bradford,West Yorkshire,BD1 1SD,Bradford District,Nando's,Restaurants
Shell Select,9470699,413548,437682,Bingley Road,Shipley,West Yorkshire,BD18 4DJ,Bradford District,Shell,Convenience Stores
The Co-operative,9470819,406867,436754,Cullingworth,Bradford,West Yorkshire,BD13 5DD,Bradford District,The Co-operative,Supermarkets
Habib's Restaurant,1020043,418529,433648,NA,Bradford,West Yorkshire,BD3 7JD,Bradford District,NA,Restaurants
Mother Hubards,1020018,414246,433451,NA,Bradford,West Yorkshire,BD8 9AN,Bradford District,NA,Takeaways
Linda & Lizzs Delicafe,1020013,409008,425344,Pellon Lane,Halifax,West Yorkshire,HX1 5SP,Calderdale District,NA,Cafes
La Jawaab,9470663,408573,425255,Gibbet Street,Halifax,West Yorkshire,HX1 5BZ,Calderdale District,NA,Speciality Outlets
Tesco Express,9470699,415511,438373,Baildon,Shipley,West Yorkshire,BD17 7HE,Bradford District,Tesco Express,Supermarkets
Cafe 16,1020013,414558,437771,Ashley Lane,Shipley,West Yorkshire,BD17 7DB,Bradford District,NA,Cafes
Cafe Zone,1020013,409340,425337,Northgate,Halifax,West Yorkshire,HX1 1UR,Calderdale District,NA,Cafes
Slice,1020018,418167,442270,Guiseley,Leeds,West Yorkshire,LS20 8NH,Leeds District,NA,Takeaways
Cyrus Mediterranean Restaurant,1020043,415819,432598,Off Morley Street,Bradford,West Yorkshire,BD5 0DE,Bradford District,NA,Restaurants
Azuma Restaurant,1020043,416473,432895,NA,Bradford,West Yorkshire,BD1 5SD,Bradford District,NA,Restaurants
Tesco Extra,9470819,414025,431647,NA,Bradford,West Yorkshire,BD7 4EY,Bradford District,Tesco Extra,Supermarkets
Tasty Flavour,1020018,423435,433982,Swinnow Lane,Leeds,West Yorkshire,LS13 4RJ,Leeds District,NA,Takeaways
Fultons Foods,9470667,406193,441265,Towngate,Keighley,West Yorkshire,BD21 3QE,Bradford District,Fultons Foods,Speciality Outlets
Ricci's Place,1020043,409336,425349,Crossley Street,Halifax,West Yorkshire,HX1 1UG,Calderdale District,NA,Restaurants
Utley Fisheries,1020020,405395,442837,Birchwood Road,Keighley,West Yorkshire,BD20 6BX,Bradford District,NA,Takeaways
Londis,9470699,413166,433329,NA,Bradford,West Yorkshire,BD8 0HH,Bradford District,Londis,Convenience Stores
Ceasars Pizzas,1020018,406243,441094,Worth Way,Keighley,West Yorkshire,BD21 5JP,Bradford District,NA,Takeaways
Carlisle Cafe,1020013,415160,434450,Carlisle Road,Bradford,West Yorkshire,BD8 8BD,Bradford District,NA,Cafes
The Countess of Rosse,1020034,413646,437670,Bingley Road,Shipley,West Yorkshire,BD18 4SD,Bradford District,NA,Restaurants
Cafe Regal,1020013,415215,433905,NA,Bradford,West Yorkshire,BD8 8EA,Bradford District,NA,Cafes
Doyle's Fisheries,1020020,420907,426015,Gomersal,Cleckheaton,West Yorkshire,BD19 4PX,Kirklees District,NA,Takeaways
K F C Ltd,1020018,423582,427436,Birstall,Batley,West Yorkshire,WF17 9TB,Kirklees District,K F C,Takeaways
Vietnamise Cuisines,1020043,421444,434436,Stanningley,Pudsey,West Yorkshire,LS28 6UR,Leeds District,NA,Restaurants
La Jawaab Deli Bar Xtra,9470665,415057,434776,Oak Lane,Bradford,West Yorkshire,BD9 4PX,Bradford District,NA,Speciality Outlets
Deli-chez,1020018,415070,434349,Carlisle Road,Bradford,West Yorkshire,BD8 8BY,Bradford District,NA,Takeaways
Long Can Hall,1020034,406675,426528,Ovenden Wood Road,Halifax,West Yorkshire,HX2 0TQ,Calderdale District,NA,Restaurants
Londis,9470699,405753,440022,NA,Keighley,West Yorkshire,BD21 1BB,Bradford District,Londis,Convenience Stores
The Sir Norman Rae,1020034,414797,437532,NA,Shipley,West Yorkshire,BD18 3QB,Bradford District,Wetherspoon,Restaurants
The Co-operative,9470819,410134,430215,High Street,"Queensbury, Bradford",West Yorkshire,BD13 2PD,Bradford District,The Co-operative,Supermarkets
The Co-operative,9470819,407527,442241,Riddlesden,Keighley,West Yorkshire,BD21,Bradford District,The Co-operative,Supermarkets
The Co-operative,9470819,403556,438826,Oakworth,Keighley,West Yorkshire,BD22 7HT,Bradford District,The Co-operative,Supermarkets
Subway,1020018,415003,435550,Keighley Road,Bradford,West Yorkshire,BD9 4JR,Bradford District,Subway,Takeaways
McDonald's Restaurant,1020018,399250,449438,Airedale Business Centre,Skipton,North Yorkshire,BD23 2UB,Craven District,McDonald's,Takeaways
Londis,9470699,418504,425207,Westgate,Cleckheaton,West Yorkshire,BD19 5HS,Kirklees District,Londis,Convenience Stores
Londis,9470699,422445,434622,Stanningley,Pudsey,West Yorkshire,LS28 6HQ,Leeds District,Londis,Convenience Stores
Fresh Sandwich Deli,1020018,415989,436994,Wrose Road,Shipley,West Yorkshire,BD18 1HU,Bradford District,NA,Takeaways
Tesco,9470819,413670,429231,Halifax Road,Bradford,West Yorkshire,BD6 2DW,Bradford District,Tesco,Supermarkets
A J Pickup & Son,9470662,416163,433282,John Street Market,Bradford,West Yorkshire,BD1 3SR,Bradford District,NA,Speciality Outlets
Sun Garage,9470699,411920,436992,NA,Bingley,West Yorkshire,BD16 1SA,Bradford District,NA,NA
Heron Foods,9470667,425085,433322,Butt Lane,Leeds,West Yorkshire,LS13,Leeds District,Heron Foods,Speciality Outlets
Park Napoleon Service Station,9470699,414522,430020,NA,Bradford,West Yorkshire,BD6 1SY,Bradford District,NA,NA
W M Morrisons Plc,9470699,407143,428144,Keighley Road,Halifax,West Yorkshire,HX2 8HY,Calderdale District,Morrisons,Convenience Stores
Shop'n Drive,9470699,400785,445216,Cross Hills,Keighley,North Yorkshire,BD20 7EH,Craven District,Shop'N Drive,Convenience Stores
Wild Bean Cafe,1020013,410570,439579,Keighley Road,Bingley,West Yorkshire,BD16 2RH,Bradford District,Wild Bean Cafe,Cafes
Arkle Service Station,9470699,417522,433425,Barkerend Road,Bradford,West Yorkshire,BD3 9BD,Bradford District,NA,NA
Tesco Express,9470699,414717,423087,NA,Brighouse,West Yorkshire,HD6 1RZ,Calderdale District,Tesco Express,Supermarkets
Undercliffe Service Station,9470699,410438,426059,NA,Halifax,West Yorkshire,HX3 6XG,Calderdale District,NA,NA
Starbucks Coffee Co UK Ltd,1020013,418536,426628,NA,Cleckheaton,West Yorkshire,BD19 3QE,Kirklees District,Starbucks Coffee,Cafes
The Red Room Coffee House,1020013,416311,433449,Manor Row,Bradford,West Yorkshire,BD1 4NL,Bradford District,NA,Cafes
Starbucks Coffee Co UK Ltd,1020013,416973,424146,Clifton,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Starbucks Coffee,Cafes
Mobasher Naeem Halal Meat,9470662,415871,430969,Manchester Road,Bradford,West Yorkshire,BD5 7AS,Bradford District,NA,Speciality Outlets
Flares & Reflex,1020034,415991,432776,NA,Bradford,West Yorkshire,BD7 1BW,Bradford District,Stonegate Pubs,Restaurants
The Turls Green,1020034,416249,433000,Unit D Centenary Square,Bradford,West Yorkshire,BD1 1HY,Bradford District,Wetherspoon,Restaurants
Curry Cottage,1020018,415443,428869,Low Moor,Bradford,West Yorkshire,BD12 0AD,Bradford District,NA,Takeaways
T Khan,9470699,414844,434432,Heaton Road,Bradford,West Yorkshire,BD8 8QS,Bradford District,NA,NA
Asia Superstore,9470699,414301,434289,NA,Bradford,West Yorkshire,BD8 9JP,Bradford District,NA,NA
Makkah Superstore,9470699,416167,431166,Dickens Street,Bradford,West Yorkshire,BD5 8AR,Bradford District,NA,NA
The Co-operative,9470819,424863,431153,New Farnley,Leeds,West Yorkshire,LS12 5EA,Leeds District,The Co-operative,Supermarkets
Premier Stores,9470699,415613,436394,Festival Avenue,Shipley,West Yorkshire,BD18 2HX,Bradford District,Premier,Convenience Stores
Southams of Haworth,9470699,404138,437660,Cross Roads,Keighley,West Yorkshire,BD22 9DL,Bradford District,NA,NA
Major Newsagents,9470699,422593,427026,Lowood Lane,"Birstall, Batley",West Yorkshire,WF17 9DJ,Kirklees District,NA,NA
Kanapeena Supermarket,9470699,415054,434782,Oak La,Bradford,West Yorkshire,BD9 4PX,Bradford District,Pricecheck,Convenience Stores
Cheapasmokes,9470699,409379,425124,Borough Market,Halifax,West Yorkshire,HX1 1DZ,Calderdale District,Cheapasmokes,Convenience Stores
Greggs,9470661,406193,441268,Towngate,Keighley,West Yorkshire,BD21 3QE,Bradford District,Greggs,Takeaways
Greggs,9470661,406154,441055,Low St,Keighley,West Yorkshire,BD21 3PT,Bradford District,Greggs,Takeaways
J Hutchinson,9470662,416054,433374,Oastler Shopping Centre John Street,Bradford,West Yorkshire,BD1 3RB,Bradford District,NA,Speciality Outlets
Roy Dykes Butchers,9470662,406163,441019,Keighley Market,Keighley,West Yorkshire,BD21 3PQ,Bradford District,NA,Speciality Outlets
The Mushroom Sandwich Shop,1020018,414430,422881,Gooder Street,Brighouse,West Yorkshire,HD6 1AT,Calderdale District,NA,Takeaways
Mystic Pizza,1020018,415910,432705,NA,Bradford,West Yorkshire,BD7 1AF,Bradford District,NA,Takeaways
Khawaja Chicken Bar & Takeaway,1020018,417538,433446,NA,Bradford,West Yorkshire,BD3 9DA,Bradford District,NA,Takeaways
Home Indian,1020043,412449,425591,Hipperholme,Halifax,West Yorkshire,HX3 8LT,Calderdale District,NA,Restaurants
Balti House,1020043,405967,441386,Albert Street,Keighley,West Yorkshire,BD21 2AT,Bradford District,NA,Restaurants
The Sir Titus Salt,1020034,416050,432807,NA,Bradford,West Yorkshire,BD7 1AQ,Bradford District,Wetherspoon,Restaurants
Old Brickworks Brewers Fayre,1020043,423596,428265,Wakefield Road,"Drighlington, Bradford",West Yorkshire,BD11 1EA,Leeds District,Brewers Fayre,Restaurants
China Thai Fever,1020043,414542,437690,NA,Shipley,West Yorkshire,BD18 3HH,Bradford District,NA,Restaurants
McDonald's Restaurant,1020018,421739,434212,Stanningley,Pudsey,West Yorkshire,LS28 6AR,Leeds District,McDonald's,Takeaways
The Dales Cafe,1020013,420313.4,445525,Orchard Gate,Otley,West Yorkshire,LS21 3NX,Leeds District,NA,Cafes
New Yorkies,1020043,405969,440953,Church Street,Keighley,West Yorkshire,BD21 5HT,Bradford District,NA,Restaurants
Lady B's Cafe,1020013,409446,439035,Harden,Bingley,West Yorkshire,BD16 1AT,Bradford District,NA,Cafes
Bottomleys Arms,1020034,412176,428481,Wade House Road,Halifax,West Yorkshire,HX3 7NU,Calderdale District,NA,Restaurants
The Livery Rooms,1020034,406017,441396,North Street,Keighley,West Yorkshire,BD21 3AA,Bradford District,Wetherspoon,Restaurants
Toby Carvery,1020043,417388,430293,Rooley Lane,Bradford,West Yorkshire,BD5 8LB,Bradford District,Toby Carvery,Restaurants
One Stop,9470699,416589,435122,Bolton Lane,Bradford,West Yorkshire,BD2 4BB,Bradford District,Tesco One Stop,Convenience Stores
The Muncheon House,1020018,416891,433213,Peckover Street,Bradford,West Yorkshire,BD1 5BD,Bradford District,NA,Takeaways
Northgate Bistro,1020013,416098,433374,Northgate,Bradford,West Yorkshire,BD1 3SN,Bradford District,NA,Cafes
Gildersome Arms,1020043,425167,428933,Morley,Leeds,West Yorkshire,LS27 7LL,Leeds District,NA,Restaurants
